tube_assembly_id,material_id,diameter,wall,length,num_bends,bend_radius,end_a_1x,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8,comp_type_count,comp_total_count,tube_volume,spec1,spec2,spec3,spec4,spec5,spec6,spec7,spec8,spec9,spec10,spec_type_count
TA-08642,SP-0029,31.75,1.65,174.0,7,63.5,N,N,N,N,EF-003,EF-010,0,0,0,C-0130,1.0,,,,,,,,,,,,,,,1,1.0,13946.42121620052,,,,,,,,,,,0
TA-08643,SP-0029,19.05,1.65,138.0,6,38.1,N,N,N,N,EF-017,EF-017,0,0,0,,,,,,,,,,,,,,,,,0,0.0,6518.541647814079,,,,,,,,,,,0
TA-08644,SP-0029,19.05,1.65,151.0,6,38.1,N,N,N,N,EF-017,EF-017,0,0,0,,,,,,,,,,,,,,,,,0,0.0,7132.60716536178,,,,,,,,,,,0
TA-08645,SP-0029,15.88,1.65,46.0,3,50.8,Y,Y,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-0059,2.0,,,,,,,,,,,,,2,4.0,1794.9089073221958,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,,5
TA-08646,SP-0029,15.88,1.24,332.0,8,38.1,N,N,Y,Y,EF-003,EF-003,0,0,0,C-1623,2.0,C-0059,2.0,,,,,,,,,,,,,2,4.0,9868.114489495732,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08647,SP-0029,15.88,1.24,343.0,9,38.1,Y,Y,N,N,NONE,NONE,0,0,0,C-1623,2.0,C-0059,2.0,,,,,,,,,,,,,2,4.0,10195.070090051313,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,,5
TA-08648,SP-0029,9.52,1.24,52.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,901.4360296504412,,,,,,,,,,,0
TA-08649,SP-0029,12.7,1.65,52.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,1600.4451074631506,,,,,,,,,,,0
TA-08650,SP-0029,12.7,1.65,50.0,2,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,1538.8895264068756,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08651,SP-0029,9.52,0.89,83.0,4,19.05,N,N,N,N,EF-017,EF-017,0,0,0,C-1474,2.0,,,,,,,,,,,,,,,1,2.0,1053.0151262925772,SP-0007,SP-0021,SP-0024,SP-0026,SP-0058,SP-0092,,,,,6
TA-08652,SP-0029,9.52,0.89,272.0,10,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1468,2.0,,,,,,,,,,,,,,,1,2.0,3450.8447512238677,,,,,,,,,,,0
TA-08653,SP-0029,88.9,1.65,65.0,2,101.6,N,Y,N,Y,EF-009,EF-009,0,0,0,,,,,,,,,,,,,,,,,0,0.0,14837.810825243943,SP-0004,SP-0058,SP-0072,SP-0080,,,,,,,4
TA-08654,SP-0028,15.88,1.24,64.0,4,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,1902.287130505201,,,,,,,,,,,0
TA-08655,SP-0029,15.88,1.65,204.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1640,1.0,C-1647,1.0,,,,,,,,,,,,,2,2.0,7960.030806385391,,,,,,,,,,,0
TA-08656,SP-0029,25.4,1.65,22.0,2,38.1,N,Y,N,Y,EF-003,EF-009,0,0,0,C-0562,1.0,,,,,,,,,,,,,,,1,1.0,1401.2642062347393,SP-0007,SP-0058,SP-0070,SP-0080,,,,,,,4
TA-08657,SP-0029,15.88,1.24,314.0,10,31.75,Y,Y,Y,Y,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,9333.096234041144,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08658,SP-0029,15.88,1.24,296.0,9,38.1,N,Y,N,Y,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,8798.077978586556,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08659,SP-0035,25.4,1.65,198.0,7,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1625,2.0,C-1632,2.0,,,,,,,,,,,,,2,4.0,12611.377856112656,SP-0007,SP-0024,SP-0026,SP-0070,SP-0079,SP-0080,SP-0082,,,,7
TA-08660,SP-0035,25.4,1.65,215.0,9,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1625,2.0,C-1632,2.0,,,,,,,,,,,,,2,4.0,13694.172924566772,SP-0007,SP-0024,SP-0026,SP-0070,SP-0079,SP-0080,SP-0082,,,,7
TA-08661,SP-0029,22.22,1.65,68.0,1,88.9,N,N,N,N,NONE,NONE,0,0,0,,,,,,,,,,,,,,,,,0,0.0,3770.726427601352,,,,,,,,,,,0
TA-08662,SP-0029,15.88,1.65,196.0,3,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1640,1.0,C-1647,1.0,,,,,,,,,,,,,2,2.0,7647.872735546747,,,,,,,,,,,0
TA-08663,SP-0035,9.52,1.65,54.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,1216.9343988780136,SP-0007,SP-0068,SP-0080,SP-0082,,,,,,,4
TA-08664,SP-0035,9.52,1.65,44.0,2,19.05,N,Y,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1646,1.0,,,,,,,,,,,3,3.0,991.5761768635666,SP-0007,SP-0024,SP-0026,SP-0063,SP-0068,SP-0080,,,,,6
TA-08665,SP-0029,9.52,0.89,15.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1628,2.0,C-2030,2.0,,,,,,,,,,,,,2,4.0,190.30393848661038,,,,,,,,,,,0
TA-08666,SP-0035,12.7,1.24,53.0,4,25.4,N,N,N,N,EF-018,EF-018,0,0,0,C-0448,2.0,C-0449,2.0,,,,,,,,,,,,,2,4.0,1247.0514339312845,SP-0063,SP-0080,,,,,,,,,2
TA-08667,SP-0029,9.52,1.65,35.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,788.7537770505643,,,,,,,,,,,0
TA-08668,SP-0029,9.52,1.65,35.0,2,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,788.7537770505643,,,,,,,,,,,0
TA-08669,SP-0029,9.52,1.65,62.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,1397.2209764895708,,,,,,,,,,,0
TA-08670,SP-0029,15.88,1.65,95.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1640,2.0,,,,,,,,,,,,,,,1,2.0,3706.8770912088826,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08671,SP-0029,15.88,1.65,95.0,6,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1640,2.0,,,,,,,,,,,,,,,1,2.0,3706.8770912088826,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08672,SP-0029,31.75,1.65,155.0,6,63.5,Y,Y,N,N,EF-003,EF-003,0,0,0,C-1626,1.0,C-1633,1.0,C-1643,1.0,,,,,,,,,,,3,3.0,12423.536140868278,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08673,SP-0029,31.75,1.65,85.0,4,63.5,N,Y,N,N,EF-003,EF-003,0,0,0,C-1626,1.0,C-1633,1.0,C-1643,1.0,,,,,,,,,,,3,3.0,6812.906915960024,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08674,SP-0029,19.05,1.24,58.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1624,2.0,C-1631,2.0,,,,,,,,,,,,,2,4.0,2082.0679116995266,,,,,,,,,,,0
TA-08675,SP-0029,12.7,1.65,76.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1639,1.0,,,,,,,,,,,3,3.0,2339.1120801384513,,,,,,,,,,,0
TA-08676,SP-0029,12.7,1.65,84.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1639,1.0,,,,,,,,,,,3,3.0,2585.334404363551,,,,,,,,,,,0
TA-08677,SP-0029,12.7,1.65,138.0,7,25.4,N,Y,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1639,1.0,,,,,,,,,,,3,3.0,4247.335092882978,,,,,,,,,,,0
TA-08678,SP-0029,12.7,1.65,151.0,7,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1639,1.0,,,,,,,,,,,3,3.0,4647.446369748765,,,,,,,,,,,0
TA-08679,SP-0029,25.4,1.65,42.0,2,63.5,N,N,N,Y,EF-003,EF-003,0,0,0,C-1625,2.0,C-1632,2.0,,,,,,,,,,,,,2,4.0,2675.1407573572296,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08680,SP-0029,25.4,1.65,46.0,2,63.5,N,N,N,Y,EF-003,EF-003,0,0,0,C-1625,2.0,C-1632,2.0,,,,,,,,,,,,,2,4.0,2929.916067581728,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08681,SP-0035,6.35,0.89,45.0,3,25.4,N,N,N,N,EF-018,EF-018,0,0,0,C-1845,2.0,C-1846,2.0,,,,,,,,,,,,,2,4.0,371.4858700044407,,,,,,,,,,,0
TA-08682,SP-0035,12.7,1.24,84.0,5,38.1,N,N,N,N,EF-018,EF-018,0,0,0,C-0448,2.0,C-0449,2.0,,,,,,,,,,,,,2,4.0,1976.4588764193945,,,,,,,,,,,0
TA-08683,SP-0035,12.7,1.24,81.0,4,25.4,N,N,N,N,EF-018,EF-018,0,0,0,C-0448,2.0,C-0449,2.0,,,,,,,,,,,,,2,4.0,1905.871059404416,,,,,,,,,,,0
TA-08684,SP-0035,15.88,1.24,52.0,4,38.1,N,N,N,N,EF-018,EF-018,0,0,0,C-1420,2.0,C-1421,2.0,,,,,,,,,,,,,2,4.0,1545.6082935354764,,,,,,,,,,,0
TA-08685,SP-0035,9.52,1.24,116.0,5,19.05,N,N,N,N,EF-018,EF-018,0,0,0,C-1243,2.0,C-1244,2.0,,,,,,,,,,,,,2,4.0,2010.895758450984,SP-0063,SP-0068,SP-0080,,,,,,,,3
TA-08686,SP-0035,9.52,1.24,111.0,2,19.05,N,N,N,N,EF-018,EF-018,0,0,0,C-1243,2.0,C-1244,2.0,,,,,,,,,,,,,2,4.0,1924.2192171384415,SP-0063,SP-0068,SP-0080,,,,,,,,3
TA-08687,SP-0029,9.52,1.24,30.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,520.0592478752545,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08688,SP-0029,9.52,1.24,11.0,1,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,190.6883908875933,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08689,SP-0029,9.52,1.24,24.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,416.0473983002036,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08690,SP-0029,12.7,0.89,99.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,1696.1271026570255,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08691,SP-0029,12.7,0.89,100.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,1713.259699653561,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08692,SP-0046,25.4,3.4,68.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1649,1.0,C-2033,1.0,,,,,,,,,,,,,2,2.0,8607.084224893024,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,,,,,,5
TA-08693,SP-0035,9.52,1.24,53.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,918.7713379129497,SP-0007,SP-0070,SP-0080,SP-0082,,,,,,,4
TA-08694,SP-0035,9.52,1.24,117.0,6,19.05,N,N,N,N,EF-018,EF-018,0,0,0,C-1243,2.0,C-1244,2.0,,,,,,,,,,,,,2,4.0,2028.2310667134925,SP-0063,SP-0068,SP-0080,,,,,,,,3
TA-08695,SP-0035,9.52,1.24,117.0,7,19.05,N,N,N,N,EF-018,EF-018,0,0,0,C-1243,2.0,C-1244,2.0,,,,,,,,,,,,,2,4.0,2028.2310667134925,SP-0063,SP-0068,SP-0080,,,,,,,,3
TA-08696,SP-0029,15.88,1.65,450.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,C-1640,2.0,,,,,,,,,,,3,6.0,17558.891484673655,,,,,,,,,,,0
TA-08697,SP-0029,15.88,1.65,241.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,9403.761884014113,,,,,,,,,,,0
TA-08698,SP-0029,15.88,1.65,240.0,6,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1640,1.0,,,,,,,,,,,3,3.0,9364.742125159282,,,,,,,,,,,0
TA-08699,SP-0029,15.88,1.65,210.0,4,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1640,1.0,C-1647,1.0,,,,,,,,,,,,,2,2.0,8194.149359514373,,,,,,,,,,,0
TA-08700,SP-0035,9.52,1.24,44.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,762.7535635503732,,,,,,,,,,,0
TA-08701,SP-0035,12.7,1.65,83.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1739,1.0,,,,,,,,,,,3,3.0,2554.5566138354143,SP-0007,SP-0070,SP-0080,SP-0082,,,,,,,4
TA-08702,SP-0035,12.7,1.65,82.0,4,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1739,1.0,,,,,,,,,,,3,3.0,2523.778823307276,SP-0007,SP-0070,SP-0080,SP-0082,,,,,,,4
TA-08703,SP-0035,12.7,1.65,58.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1739,1.0,,,,,,,,,,,3,3.0,1785.1118506319758,SP-0007,SP-0070,SP-0080,SP-0082,,,,,,,4
TA-08704,SP-0035,12.7,1.65,63.0,3,25.4,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,1.0,C-1629,1.0,C-1739,1.0,,,,,,,,,,,3,3.0,1939.0008032726635,SP-0007,SP-0070,SP-0080,SP-0082,,,,,,,4
TA-08705,SP-0029,15.88,2.41,69.0,4,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1647,1.0,,,,,,,,,,,3,3.0,3833.2233083564647,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08706,SP-0029,15.88,2.41,67.0,3,38.1,Y,Y,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1647,1.0,,,,,,,,,,,3,3.0,3722.115386375118,,,,,,,,,,,0
TA-08707,SP-0029,25.4,1.65,65.0,4,50.8,Y,Y,N,Y,EF-003,EF-017,0,0,0,C-0674,1.0,,,,,,,,,,,,,,,1,1.0,4140.098791148093,SP-0007,SP-0070,SP-0080,SP-0082,,,,,,,4
TA-08708,SP-0029,25.4,1.65,61.0,3,50.8,N,N,N,Y,EF-003,EF-017,0,0,0,C-0674,1.0,,,,,,,,,,,,,,,1,1.0,3885.323480923596,SP-0007,SP-0070,SP-0080,SP-0082,,,,,,,4
TA-08709,SP-0028,15.88,1.24,126.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1740,1.0,,,,,,,,,,,3,3.0,3745.1277881821147,SP-0007,SP-0069,SP-0080,SP-0082,,,,,,,4
TA-08710,SP-0028,15.88,1.24,112.0,5,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,C-1623,1.0,C-1630,1.0,C-1740,1.0,,,,,,,,,,,3,3.0,3329.0024783841027,SP-0007,SP-0069,SP-0080,SP-0082,,,,,,,4
TA-08711,SP-0029,63.5,1.65,71.0,3,101.6,Y,Y,N,N,EF-009,NONE,0,0,0,,,,,,,,,,,,,,,,,0,0.0,11533.377643446067,,,,,,,,,,,0
TA-08712,SP-0029,9.52,0.89,47.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,1.0,C-1628,1.0,C-1638,1.0,,,,,,,,,,,3,3.0,596.2856739247126,,,,,,,,,,,0
TA-08713,SP-0019,3.18,0.71,107.0,6,12.7,N,N,N,N,NONE,NONE,0,0,0,,,,,,,,,,,,,,,,,0,0.0,337.11684637416835,SP-0012,SP-0080,,,,,,,,,2
TA-08714,SP-0029,15.88,2.41,95.0,6,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,5277.626294113973,,,,,,,,,,,0
TA-08715,SP-0029,15.88,2.41,95.0,6,38.1,N,Y,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,5277.626294113973,,,,,,,,,,,0
TA-08716,SP-0029,15.88,2.41,55.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,3055.4678544870367,,,,,,,,,,,0
TA-08717,SP-0029,15.88,2.41,57.0,2,50.8,N,N,N,N,EF-003,EF-003,0,0,0,C-1623,2.0,C-1630,2.0,,,,,,,,,,,,,2,4.0,3166.575776468384,,,,,,,,,,,0
TA-08718,SP-0019,9.52,0.71,53.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,541.734587848882,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08719,SP-0019,9.52,0.71,45.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,459.96332930565455,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08720,SP-0019,9.52,0.71,45.0,3,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,459.96332930565455,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08721,SP-0019,9.52,0.71,48.0,4,31.75,N,N,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,490.62755125936485,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08722,SP-0028,6.35,0.89,49.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,404.5068362270577,,,,,,,,,,,0
TA-08723,SP-0028,6.35,0.89,109.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,899.821329566312,,,,,,,,,,,0
TA-08724,SP-0028,6.35,0.89,125.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1637,2.0,,,,,,,,,,,,,,,1,2.0,1031.9051944567796,,,,,,,,,,,0
TA-08725,SP-0028,6.35,0.89,122.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,1007.1394697898171,,,,,,,,,,,0
TA-08726,SP-0028,6.35,0.89,106.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,875.0556048993492,,,,,,,,,,,0
TA-08727,SP-0028,6.35,0.89,71.0,5,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,586.1221504514507,,,,,,,,,,,0
TA-08728,SP-0028,6.35,0.89,142.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,1172.2443009029014,,,,,,,,,,,0
TA-08729,SP-0028,6.35,0.89,81.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,668.6745660079932,,,,,,,,,,,0
TA-08730,SP-0028,6.35,0.89,72.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1637,2.0,,,,,,,,,,,,,,,1,2.0,594.3773920071051,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08731,SP-0028,6.35,0.89,100.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,825.5241555654237,,,,,,,,,,,0
TA-08732,SP-0028,6.35,0.89,128.0,10,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1637,2.0,,,,,,,,,,,,,,,1,2.0,1056.6709191237424,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08733,SP-0028,6.35,0.89,123.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,1015.3947113454711,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08734,SP-0028,6.35,0.89,124.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,1023.6499529011253,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08735,SP-0028,6.35,0.89,65.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,536.5907011175254,,,,,,,,,,,0
TA-08736,SP-0028,6.35,0.89,109.0,4,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,899.821329566312,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08737,SP-0028,6.35,0.89,120.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,990.6289866785083,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08738,SP-0028,6.35,0.89,110.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,908.0765711219659,,,,,,,,,,,0
TA-08739,SP-0028,6.35,0.89,104.0,6,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1620,2.0,C-1627,2.0,,,,,,,,,,,,,2,4.0,858.5451217880408,,,,,,,,,,,0
TA-08740,SP-0035,6.35,0.89,42.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1627,2.0,C-0577,2.0,,,,,,,,,,,,,2,4.0,346.720145337478,SP-0007,SP-0024,SP-0070,SP-0080,SP-0082,,,,,,5
TA-08741,SP-0035,6.35,0.89,47.0,3,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1627,2.0,C-0577,2.0,,,,,,,,,,,,,2,4.0,387.9963531157491,SP-0007,SP-0024,SP-0070,SP-0080,SP-0082,,,,,,5
TA-08742,SP-0035,6.35,0.89,17.0,2,19.05,N,N,N,N,EF-003,EF-003,0,0,0,C-1627,2.0,C-0577,2.0,,,,,,,,,,,,,2,4.0,140.33910644612206,SP-0007,SP-0024,SP-0070,SP-0080,SP-0082,,,,,,5
TA-08743,SP-0029,12.7,0.89,55.0,3,38.1,N,N,N,Y,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,942.2928348094587,,,,,,,,,,,0
TA-08744,SP-0029,12.7,0.89,71.0,3,38.1,N,N,N,Y,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,1216.4143867540286,,,,,,,,,,,0
TA-08745,SP-0029,12.7,0.89,48.0,3,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1622,2.0,C-1629,2.0,,,,,,,,,,,,,2,4.0,822.3646558337092,,,,,,,,,,,0
TA-08746,SP-0029,25.4,1.65,88.0,4,63.5,N,N,N,N,EF-003,EF-003,0,0,0,C-1625,2.0,C-1632,2.0,,,,,,,,,,,,,2,4.0,5605.056824938957,,,,,,,,,,,0
TA-08747,SP-0029,25.4,1.65,114.0,4,63.5,Y,Y,N,N,EF-003,EF-003,0,0,0,C-1625,2.0,C-1632,2.0,,,,,,,,,,,,,2,4.0,7261.096341398194,,,,,,,,,,,0
TA-08748,SP-0029,9.52,1.24,43.0,3,19.05,N,Y,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,745.4182552878647,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08749,SP-0029,9.52,1.24,58.0,5,19.05,N,Y,N,N,EF-003,EF-003,0,0,0,C-1621,2.0,C-1628,2.0,,,,,,,,,,,,,2,4.0,1005.447879225492,SP-0007,SP-0012,SP-0024,SP-0026,SP-0080,SP-0082,,,,,6
TA-08750,SP-0029,12.7,0.89,173.0,9,38.1,N,N,N,N,EF-003,EF-003,0,0,0,C-1639,2.0,,,,,,,,,,,,,,,1,2.0,2963.939280400661,,,,,,,,,,,0
TA-08751,SP-0029,15.88,1.24,30.0,2,38.1,N,N,N,N,EF-017,EF-017,0,0,0,,,,,,,,,,,,,,,,,0,0.0,891.697092424313,,,,,,,,,,,0
TA-08752,SP-0035,12.7,1.65,177.0,6,38.1,N,N,N,N,EF-018,EF-018,0,0,0,C-0448,2.0,C-0449,2.0,,,,,,,,,,,,,2,4.0,5447.66892348034,SP-0063,SP-0069,SP-0080,,,,,,,,3
