tube_assembly_id,quantity_range_min,quantity_range_max,price_band_count,bracket_yes_count,bracket_no_count
TA-09439,1,1,1,0,1
TA-09440,1,1,1,0,1
TA-09441,1,250,8,8,0
TA-09442,1,250,8,8,0
TA-09443,1,250,8,8,0
TA-09444,1,250,8,8,0
TA-09445,1,250,8,8,0
TA-09446,1,250,8,8,0
TA-09447,1,250,8,8,0
TA-09448,1,250,8,8,0
TA-09449,1,250,8,8,0
TA-09450,1,250,8,8,0
TA-09451,1,1,1,0,1
TA-09452,1,1,1,0,1
TA-09453,1,3,2,2,0
TA-09454,1,3,2,2,0
TA-09455,1,1,1,0,1
TA-09456,35,35,1,0,1
TA-09457,1,1,1,0,1
TA-09458,1,1,1,0,1
TA-09459,1,1,1,0,1
TA-09460,1,1,1,0,1
TA-09461,1,1,1,0,1
TA-09463,1,250,8,8,0
TA-09464,20,20,1,0,1
TA-09468,1,1,2,2,0
TA-09469,5,20,4,4,0
TA-09470,1,1,1,0,1
TA-09471,1,1,1,0,1
TA-09472,1,100,7,7,0
TA-09473,1,100,7,7,0
TA-09474,1,100,7,7,0
TA-09475,1,100,7,7,0
TA-09476,50,50,1,0,1
TA-09477,50,50,1,0,1
TA-09478,1,1,1,0,1
TA-09479,5,5,1,0,1
TA-09480,10,10,1,0,1
TA-09495,20,20,1,0,1
TA-09496,1,250,8,8,0
TA-09497,1,250,8,8,0
TA-09498,25,25,1,0,1
TA-09499,1,250,8,8,0
TA-09500,1,250,8,8,0
TA-09501,1,250,8,8,0
TA-09502,1,250,8,8,0
TA-09503,1,250,8,8,0
TA-09504,1,250,8,8,0
TA-09505,1,1,1,0,1
TA-09506,1,1,1,0,1
TA-09507,1,1,1,0,1
TA-09508,1,1,1,0,1
TA-09509,150,150,1,0,1
TA-09510,150,150,1,0,1
TA-09511,160,160,1,0,1
TA-09512,1,1,1,0,1
TA-09513,1,1,1,0,1
TA-09514,1,20,3,3,0
TA-09515,1,1,1,0,1
TA-09516,1,1,1,0,1
TA-09517,1,1,1,0,1
TA-09518,1,1,1,0,1
TA-09519,1,1,2,2,0
TA-09520,1,6,5,5,0
TA-09521,1,1,1,0,1
TA-09522,1,1,1,0,1
TA-09523,1,1,1,0,1
TA-09524,1,1,1,0,1
TA-09525,1,250,8,8,0
TA-09526,1,100,7,7,0
TA-09528,1,1,1,0,1
TA-09529,1,1,1,0,1
TA-09530,1,1,1,0,1
TA-09531,1,1,1,0,1
TA-09532,1,1,1,0,1
TA-09533,1,1,1,0,1
TA-09534,1,1,1,0,1
TA-09535,1,1,1,0,1
TA-09536,1,1,1,1,0
TA-09537,1,1,1,0,1
TA-09538,1,1,1,0,1
TA-09539,1,1,2,2,0
TA-09540,1,1,1,0,1
TA-09541,1,1,2,2,0
TA-09542,1,1,2,2,0
TA-09543,1,1,1,0,1
TA-09544,1,1,1,0,1
TA-09545,44,44,1,0,1
TA-09546,1,1,1,0,1
TA-09547,1,1,1,0,1
TA-09548,1,1,1,0,1
TA-09549,1,1,1,0,1
TA-09550,1,15,6,6,0
TA-09551,50,50,1,0,1
TA-09552,1,1,1,0,1
TA-09553,1,1,1,0,1
TA-09554,1,1,1,0,1
TA-09555,1,1,1,0,1
TA-09556,1,1,1,0,1
TA-09557,1,1,1,0,1
TA-09558,1,1,1,0,1
TA-09559,1,1,1,0,1
TA-09560,1,1,1,0,1
TA-09561,1,1,1,0,1
TA-09562,1,1,1,0,1
TA-09563,1,1,1,0,1
TA-09564,1,1,1,0,1
TA-09565,1,1,1,0,1
TA-09566,1,1,1,0,1
TA-09567,1,1,1,0,1
TA-09568,1,1,1,0,1
TA-09569,1,250,8,8,0
TA-09570,1,100,7,7,0
TA-09571,1,1,1,0,1
TA-09572,1,1,1,0,1
TA-09573,1,1,1,0,1
TA-09574,1,1,1,0,1
TA-09575,1,250,8,8,0
TA-09576,100,100,1,0,1
TA-09577,100,100,1,0,1
TA-09578,1,1,1,0,1
TA-09579,5,5,1,0,1
TA-09580,1,250,8,8,0
TA-09581,1,250,8,8,0
TA-09582,1,250,8,8,0
TA-09583,1,250,8,8,0
TA-09585,1,250,8,8,0
TA-09586,1,250,8,8,0
TA-09587,1,250,8,8,0
TA-09588,1,250,8,8,0
TA-09589,1,250,8,8,0
TA-09590,1,250,8,8,0
TA-09591,1,1,1,0,1
TA-09592,1,1,1,0,1
TA-09593,1,6,5,5,0
TA-09594,2,12,5,5,0
TA-09595,1,250,8,8,0
TA-09596,1,250,8,8,0
TA-09597,1,250,8,8,0
TA-09598,1,250,8,8,0
TA-09599,1,250,8,8,0
TA-09600,1,250,8,8,0
TA-09601,1,250,8,8,0
TA-09602,1,250,8,8,0
TA-09603,280,280,1,0,1
TA-09604,1,1,1,0,1
TA-09605,1,1,1,0,1
TA-09606,1,1,1,0,1
TA-09607,1,1,1,0,1
TA-09608,25,25,1,0,1
TA-09609,1,1,1,0,1
TA-09610,1,1,2,2,0
TA-09611,1,1,2,2,0
TA-09612,1,1,1,0,1
TA-09613,1,1,1,0,1
TA-09614,1,1,1,0,1
TA-09615,1,1,1,0,1
TA-09616,1,1,1,0,1
TA-09617,1,1,1,0,1
TA-09618,1,1,1,0,1
TA-09619,1,1,1,0,1
TA-09620,1,1,1,0,1
TA-09621,1,1,1,0,1
TA-09622,1,1,1,0,1
TA-09623,1,1,1,0,1
TA-09624,1,1,1,0,1
TA-09625,1,1,1,0,1
TA-09626,1,1,1,0,1
TA-09627,1,1,1,0,1
TA-09628,1,1,1,0,1
TA-09629,1,1,1,0,1
TA-09630,1,1,1,0,1
TA-09631,1,1,1,0,1
TA-09632,3,3,1,0,1
TA-09633,1,1,1,0,1
TA-09634,1,1,1,0,1
TA-09635,1,1,1,0,1
TA-09636,1,1,2,2,0
TA-09637,4,10,2,2,0
TA-09639,1,1,1,0,1
TA-09640,20,20,1,0,1
TA-09645,1,1,1,0,1
TA-09646,45,45,1,0,1
TA-09649,5,5,1,0,1
TA-09650,5,5,1,0,1
TA-09651,2,2,1,0,1
TA-09652,1,1,2,2,0
TA-09653,1,1,1,0,1
TA-09654,2,2,1,0,1
TA-09655,2,2,1,0,1
TA-09661,1,1,1,0,1
TA-09662,5,5,1,0,1
TA-09663,1,1,1,0,1
TA-09664,2,8,3,3,0
TA-09665,1,1,1,0,1
TA-09668,1,1,3,3,0
TA-09669,1,1,2,2,0
TA-09670,40,40,1,0,1
TA-09671,40,40,1,0,1
TA-09672,55,55,1,0,1
TA-09673,25,25,1,0,1
TA-09674,1,250,8,8,0
TA-09675,1,250,8,8,0
TA-09676,1,1,1,0,1
TA-09677,1,1,1,0,1
TA-09678,1,1,1,0,1
TA-09679,1,1,1,0,1
TA-09680,3,9,4,4,0
TA-09681,1,1,1,0,1
TA-09682,1,1,1,0,1
TA-09683,1,1,1,0,1
TA-09684,1,1,1,0,1
TA-09685,1,1,1,0,1
TA-09686,1,1,1,0,1
TA-09687,2,2,1,0,1
TA-09688,2,2,1,0,1
TA-09689,1,250,8,8,0
TA-09690,1,250,8,8,0
TA-09691,5,5,1,0,1
TA-09692,15,15,1,0,1
TA-09693,5,5,1,0,1
TA-09694,1,1,1,0,1
TA-09695,1,1,1,0,1
TA-09696,1,4,3,3,0
TA-09697,1,4,3,3,0
TA-09698,2,8,4,4,0
TA-09699,2,5,4,4,0
TA-09700,1,20,3,3,0
TA-09704,1,1,1,0,1
TA-09707,10,10,1,0,1
TA-09708,1,1,1,0,1
TA-09709,1,1,1,0,1
TA-09710,1,250,8,8,0
TA-09711,1,1,1,0,1
TA-09712,1,1,1,0,1
TA-09713,1,1,1,0,1
TA-09714,1,250,8,8,0
TA-09715,1,250,8,8,0
TA-09716,1,250,8,8,0
TA-09717,1,250,8,8,0
TA-09718,1,250,8,8,0
TA-09719,1,250,8,8,0
TA-09720,1,250,8,8,0
TA-09721,1,250,8,8,0
TA-09722,1,250,8,8,0
TA-09723,1,1,1,0,1
TA-09724,35,35,1,0,1
TA-09725,1,1,1,0,1
TA-09727,35,35,1,0,1
TA-09728,1,250,8,8,0
TA-09729,1,250,8,8,0
TA-09730,1,250,8,8,0
TA-09731,1,250,8,8,0
TA-09732,1,1,1,0,1
TA-09733,1,1,1,0,1
TA-09734,1,1,1,0,1
TA-09735,1,1,1,0,1
TA-09736,1,1,1,0,1
TA-09737,1,1,1,0,1
TA-09738,1,1,1,0,1
TA-09739,1,1,1,0,1
TA-09740,20,20,1,0,1
TA-09741,20,20,1,0,1
TA-09742,1,1,1,1,0
TA-09743,1,1,1,1,0
TA-09744,1,1,1,0,1
TA-09745,1,1,1,0,1
TA-09746,10,30,3,3,0
TA-09747,27,27,1,0,1
TA-09748,28,28,1,0,1
TA-09749,100,100,1,0,1
TA-09750,100,100,1,0,1
TA-09751,1,1,1,0,1
TA-09752,1,1,1,0,1
TA-09753,1,1,1,0,1
TA-09754,1,1,1,0,1
TA-09755,1,1,1,0,1
TA-09756,10,10,1,0,1
TA-09757,10,10,1,0,1
TA-09758,10,10,1,0,1
TA-09759,1,1,1,0,1
TA-09760,1,1,1,0,1
TA-09761,1,1,1,0,1
TA-09762,1,1,1,0,1
TA-09763,1,250,8,8,0
TA-09764,1,250,8,8,0
TA-09765,1,1,1,1,0
TA-09766,1,1,1,0,1
TA-09767,3,3,1,0,1
TA-09768,1,1,1,0,1
TA-09769,1,250,8,8,0
TA-09770,1,250,8,8,0
TA-09771,1,1,1,0,1
TA-09772,1,250,8,8,0
TA-09773,1,250,8,8,0
TA-09774,1,1,1,0,1
TA-09775,1,1,1,0,1
TA-09776,10,10,1,0,1
TA-09777,1,250,8,8,0
TA-09778,1,250,8,8,0
TA-09779,1,250,8,8,0
TA-09780,10,10,1,0,1
TA-09781,1,1,1,0,1
TA-09782,1,250,8,8,0
TA-09783,1,1,1,0,1
TA-09784,1,1,1,0,1
TA-09785,35,35,1,0,1
TA-09786,35,35,1,0,1
TA-09787,35,35,1,0,1
TA-09788,35,35,1,0,1
TA-09789,1,4,4,4,0
TA-09790,3,9,4,4,0
TA-09791,1,250,8,8,0
TA-09792,1,250,8,8,0
TA-09793,1,250,8,8,0
TA-09794,1,250,8,8,0
TA-09795,5,5,1,0,1
TA-09796,1,250,8,8,0
TA-09797,1,250,8,8,0
TA-09798,5,15,2,2,0
TA-09801,1,1,1,0,1
TA-09802,8,48,5,5,0
TA-09803,1,1,1,0,1
TA-09804,1,250,8,8,0
TA-09805,5,5,1,0,1
TA-09806,5,5,1,0,1
TA-09807,1,1,1,0,1
TA-09808,1,1,1,0,1
TA-09810,1,1,1,0,1
TA-09811,1,1,1,0,1
TA-09812,1,1,1,0,1
TA-09813,1,1,1,0,1
TA-09814,5,5,1,0,1
TA-09815,1,1,1,0,1
TA-09816,1,1,1,0,1
TA-09817,1,1,1,0,1
TA-09818,1,1,2,2,0
TA-09819,1,250,8,8,0
TA-09822,35,35,1,0,1
TA-09823,1,1,1,0,1
TA-09824,1,1,1,0,1
TA-09825,1,1,1,0,1
TA-09826,1,1,1,0,1
TA-09827,1,1,1,0,1
TA-09828,1,1,1,0,1
TA-09829,1,1,1,0,1
TA-09830,15,15,1,0,1
TA-09831,1,1,1,0,1
TA-09832,25,574,2,2,0
TA-09833,25,574,2,2,0
TA-09834,25,574,2,2,0
TA-09835,1,1,1,0,1
TA-09836,1,1,1,0,1
TA-09837,1,1,1,0,1
TA-09838,1,1,1,0,1
TA-09839,1,1,1,0,1
TA-09840,20,40,3,3,0
TA-09841,1,1,1,0,1
TA-09842,25,574,2,2,0
TA-09843,10,30,3,3,0
TA-09844,10,25,3,3,0
TA-09845,25,50,3,3,0
TA-09846,1,1,1,0,1
TA-09847,1,1,1,0,1
TA-09848,1,1,1,0,1
TA-09849,1,1,1,0,1
TA-09850,1,1,1,0,1
TA-09851,1,1,1,0,1
TA-09852,25,1034,2,2,0
TA-09853,25,1034,2,2,0
TA-09854,1,1,1,0,1
TA-09855,25,50,3,3,0
TA-09856,25,829,2,2,0
TA-09857,25,205,2,2,0
TA-09858,25,92,2,2,0
TA-09859,25,92,2,2,0
TA-09860,5,15,3,3,0
TA-09861,5,15,3,3,0
TA-09862,1,1,1,0,1
TA-09863,1,1,1,0,1
TA-09864,1,1,1,0,1
TA-09865,1,1,1,0,1
TA-09866,1,1,1,0,1
TA-09867,1,1,1,0,1
TA-09868,1,1,1,0,1
TA-09869,1,1,1,0,1
TA-09870,40,40,1,0,1
TA-09871,1,1,1,0,1
TA-09872,25,205,2,2,0
TA-09873,25,92,2,2,0
TA-09874,25,574,2,2,0
TA-09875,25,574,2,2,0
TA-09876,25,829,2,2,0
TA-09877,35,35,1,0,1
TA-09878,10,10,1,0,1
TA-09879,1,1,1,0,1
TA-09880,1,1,1,0,1
TA-09881,15,15,1,0,1
TA-09882,35,35,1,0,1
TA-09883,40,40,1,0,1
TA-09884,1,250,8,8,0
TA-09885,40,40,1,0,1
TA-09886,35,35,1,0,1
TA-09887,40,40,1,0,1
TA-09888,1,250,8,8,0
TA-09889,35,35,1,0,1
TA-09890,20,20,1,0,1
TA-09891,20,20,1,0,1
TA-09892,20,20,1,0,1
TA-09893,20,20,1,0,1
TA-09895,1,1,1,0,1
TA-09896,1,1,1,0,1
TA-09897,25,25,1,0,1
TA-09898,1,1,1,0,1
TA-09899,1,1,1,0,1
TA-09903,5,5,1,0,1
TA-09904,8,32,4,4,0
TA-09905,1,1,1,1,0
TA-09907,1,1,1,0,1
TA-09908,1,1,1,0,1
TA-09909,1,1,1,0,1
TA-09910,1,1,1,0,1
TA-09911,1,1,1,0,1
TA-09912,1,1,1,0,1
TA-09913,1,250,8,8,0
TA-09914,1,250,8,8,0
TA-09915,1,250,8,8,0
TA-09916,1,1,1,0,1
TA-09917,15,15,1,0,1
TA-09918,1,1,1,0,1
TA-09919,1,1,1,0,1
TA-09920,1,1,1,0,1
TA-09921,1,1,1,0,1
TA-09922,1,1,1,0,1
TA-09923,1,5,5,5,0
TA-09924,1,1,1,0,1
TA-09925,12,48,4,4,0
TA-09926,1,20,3,3,0
TA-09927,1,1,1,0,1
TA-09928,1,1,1,0,1
TA-09929,1,1,1,0,1
TA-09930,1,1,1,0,1
TA-09931,1,1,1,0,1
TA-09932,1,1,1,0,1
TA-09933,1,1,1,0,1
TA-09934,1,1,1,0,1
TA-09935,1,1,1,0,1
TA-09936,1,1,1,0,1
TA-09937,10,10,1,0,1
TA-09938,1,1,1,0,1
TA-09939,1,250,8,8,0
TA-09940,1,250,8,8,0
TA-09941,5,20,3,3,0
TA-09942,1,250,8,8,0
TA-09943,1,1,1,0,1
TA-09944,6,6,1,0,1
TA-09945,1,1,1,0,1
TA-09946,1,1,1,0,1
TA-09947,1,25,2,2,0
TA-09948,25,25,2,2,0
TA-09949,1,1,1,0,1
TA-09950,1,250,8,8,0
TA-09951,1,1,1,0,1
TA-09955,1,1,1,0,1
TA-09956,1,1,1,0,1
TA-09957,1,1,1,0,1
TA-09958,1,1,1,0,1
TA-09959,1,1,1,0,1
TA-09960,15,35,3,3,0
TA-09961,5,20,3,3,0
TA-09962,1,1,1,0,1
TA-09963,1,1,1,0,1
TA-09964,10,30,3,3,0
TA-09965,1,1,1,0,1
TA-09966,1,1,1,0,1
TA-09967,1,1,1,0,1
TA-09968,1,1,1,0,1
TA-09969,1,1,1,0,1
TA-09970,5,15,3,3,0
TA-09971,3,15,4,4,0
TA-09972,10,25,3,3,0
TA-09973,25,25,1,0,1
TA-09974,25,25,1,0,1
TA-09975,25,25,1,0,1
TA-09976,5,20,4,4,0
TA-09977,1,1,1,0,1
TA-09978,1,1,1,0,1
TA-09979,1,1,1,0,1
TA-09980,1,1,1,0,1
TA-09981,1,1,1,0,1
TA-09982,1,1,1,0,1
TA-09983,1,20,3,3,0
TA-09984,5,20,3,3,0
TA-09985,2,12,5,5,0
TA-09986,2,8,5,5,0
TA-09987,2,8,4,4,0
TA-09988,2,8,4,4,0
TA-09989,1,1,1,1,0
TA-09990,1,1,1,0,1
TA-09991,1,1,1,0,1
TA-09992,1,1,1,0,1
TA-09993,1,1,1,0,1
TA-09994,40,40,1,0,1
TA-09995,35,35,1,0,1
TA-09996,1,250,8,8,0
TA-09997,1,250,8,8,0
TA-09998,1,250,8,8,0
TA-09999,1,250,8,8,0
TA-10000,1,250,8,8,0
TA-10001,1,250,8,8,0
TA-10002,1,250,8,8,0
TA-10003,1,250,8,8,0
TA-10004,1,250,8,8,0
TA-10005,1,250,8,8,0
TA-10006,1,250,8,8,0
TA-10007,1,250,8,8,0
TA-10008,1,250,8,8,0
TA-10009,1,1,1,0,1
TA-10010,15,15,1,0,1
TA-10013,10,10,1,0,1
TA-10014,1,1,1,0,1
TA-10015,1,1,1,0,1
TA-10016,1,1,1,0,1
TA-10017,1,1,1,0,1
TA-10018,15,15,1,0,1
TA-10019,1,1,1,0,1
TA-10020,1,1,1,0,1
TA-10021,1,1,2,2,0
TA-10022,1,250,8,8,0
TA-10023,1,1,1,0,1
TA-10024,1,1,1,0,1
TA-10025,1,1,1,0,1
TA-10027,1,1,1,0,1
TA-10028,1,1,1,0,1
TA-10029,1,1,1,0,1
TA-10030,15,35,3,3,0
TA-10031,5,25,4,4,0
TA-10032,1,1,1,0,1
TA-10033,1,1,1,0,1
TA-10034,1,1,1,0,1
TA-10035,1,1,1,0,1
TA-10037,1,1,1,0,1
TA-10038,3,12,4,4,0
TA-10039,1,1,1,0,1
TA-10048,1,250,8,8,0
TA-10056,10,25,3,3,0
TA-10057,10,40,4,4,0
TA-10058,1,1,1,0,1
TA-10059,1,1,1,0,1
TA-10060,1,1,2,2,0
TA-10061,1,1,2,2,0
TA-10062,1,1,1,0,1
TA-10063,1,1,1,0,1
TA-10064,1,1,2,2,0
TA-10065,1,1,1,0,1
TA-10066,1,1,1,0,1
TA-10067,1,1,1,0,1
TA-10068,5,5,1,0,1
TA-10069,1,1,1,0,1
TA-10070,1,1,1,0,1
TA-10071,10,10,1,0,1
TA-10072,1,1,1,0,1
TA-10073,5,5,1,0,1
TA-10074,5,5,1,0,1
TA-10075,5,5,1,0,1
TA-10076,3,3,1,0,1
TA-10077,5,5,1,0,1
TA-10078,5,5,1,0,1
TA-10079,1,1,1,0,1
TA-10080,5,5,1,0,1
TA-10081,2,2,1,0,1
TA-10082,5,5,1,0,1
TA-10083,1,1,1,1,0
TA-10085,25,25,1,0,1
TA-10086,1,1,1,0,1
TA-10087,5,5,1,0,1
TA-10088,1,1,1,0,1
TA-10089,1,1,1,0,1
TA-10090,20,20,1,0,1
TA-10091,20,20,1,0,1
TA-10092,5,5,1,0,1
TA-10093,5,5,1,0,1
TA-10094,1,1,1,0,1
TA-10095,1,1,1,0,1
TA-10096,1,1,1,0,1
TA-10097,1,1,1,0,1
TA-10098,1,1,1,0,1
TA-10099,1,1,1,0,1
TA-10100,1,1,1,0,1
TA-10101,1,1,1,0,1
TA-10102,1,1,1,0,1
TA-10103,1,1,1,0,1
TA-10104,1,1,1,0,1
TA-10105,1,1,1,0,1
TA-10106,1,1,1,0,1
TA-10107,1,1,1,0,1
TA-10108,1,1,1,0,1
TA-10109,52,52,1,0,1
TA-10110,1,250,8,8,0
TA-10111,1,250,8,8,0
TA-10112,1,250,8,8,0
TA-10113,1,250,8,8,0
TA-10114,1,1,1,0,1
TA-10115,20,20,1,0,1
TA-10116,1,1,1,0,1
TA-10117,1,1,1,0,1
TA-10118,1,250,8,8,0
TA-10119,1,1,1,0,1
TA-10120,1,1,1,0,1
TA-10121,1,1,1,0,1
TA-10122,1,1,1,0,1
TA-10123,1,1,1,0,1
TA-10124,1,1,1,1,0
TA-10125,1,1,1,1,0
TA-10126,1,1,1,0,1
TA-10127,1,1,1,0,1
TA-10136,1,250,8,8,0
TA-10137,1,20,3,3,0
TA-10138,1,1,1,0,1
TA-10139,1,250,8,8,0
TA-10140,1,1,1,0,1
TA-10141,1,1,1,0,1
TA-10142,1,1,1,0,1
TA-10143,1,1,1,0,1
TA-10144,1,1,1,0,1
TA-10145,1,1,1,0,1
TA-10146,35,35,1,0,1
TA-10147,1,1,1,0,1
TA-10148,1,1,1,0,1
TA-10149,1,1,1,1,0
TA-10150,1,1,1,0,1
TA-10151,1,1,1,0,1
TA-10152,1,1,1,0,1
TA-10153,1,1,1,0,1
TA-10154,1,1,1,0,1
TA-10155,4,4,1,0,1
TA-10156,1,1,1,0,1
TA-10157,1,1,1,0,1
TA-10158,1,1,1,0,1
TA-10159,1,1,1,0,1
TA-10160,1,1,1,0,1
TA-10161,1,1,1,0,1
TA-10162,1,250,8,8,0
TA-10163,1,1,1,0,1
TA-10164,1,1,1,0,1
TA-10165,1,1,1,0,1
TA-10166,150,150,1,0,1
TA-10167,150,150,1,0,1
TA-10168,1,1,1,0,1
TA-10169,25,1034,2,2,0
TA-10170,25,100,4,4,0
TA-10171,9,27,3,3,0
TA-10172,25,666,2,2,0
TA-10173,12,12,1,0,1
TA-10174,6,6,1,0,1
TA-10175,30,30,1,0,1
TA-10176,1,1,1,0,1
TA-10177,1,250,8,8,0
TA-10178,10,10,1,0,1
TA-10179,2,5,4,4,0
TA-10180,1,1,1,0,1
TA-10183,15,15,1,0,1
TA-10184,1,15,2,2,0
TA-10185,100,100,1,0,1
TA-10186,3,12,4,4,0
TA-10187,1,1,2,2,0
TA-10188,1,1,1,0,1
TA-10189,1,1,1,0,1
TA-10190,2,8,4,4,0
TA-10191,2,8,4,4,0
TA-10192,15,15,1,0,1
TA-10201,10,30,3,3,0
TA-10202,1,1,1,0,1
TA-10203,1,1,1,0,1
TA-10204,1,1,1,0,1
TA-10205,1,1,1,0,1
TA-10206,1,1,1,0,1
TA-10207,1,4,4,4,0
TA-10208,1,1,1,0,1
TA-10209,1,1,1,0,1
TA-10210,1,1,1,0,1
TA-10211,5,5,1,0,1
TA-10212,5,5,1,0,1
TA-10215,1,250,8,8,0
TA-10216,17,17,1,0,1
TA-10217,38,38,1,0,1
TA-10218,1,1,1,0,1
TA-10219,1,1,1,0,1
TA-10222,1,1,1,0,1
TA-10223,7,7,1,0,1
TA-10224,30,30,1,0,1
TA-10225,1,1,1,0,1
TA-10226,1,1,1,0,1
TA-10227,1,1,1,0,1
TA-10228,1,1,1,0,1
TA-10229,20,20,1,0,1
TA-10230,1,1,1,0,1
TA-10231,40,40,1,0,1
TA-10232,1,1,1,0,1
TA-10233,1,1,2,2,0
TA-10234,1,1,1,0,1
TA-10236,45,45,1,1,0
TA-10237,1,16,5,5,0
TA-10238,1,1,1,0,1
TA-10239,1,1,1,0,1
TA-10240,1,20,6,6,0
TA-10241,1,1,1,0,1
TA-10242,1,1,1,0,1
TA-10244,1,250,8,8,0
TA-10245,1,1,1,0,1
TA-10246,1,5,5,5,0
TA-10247,50,50,1,0,1
TA-10248,150,150,1,0,1
TA-10249,150,150,1,0,1
TA-10250,40,40,1,0,1
TA-10251,1,250,8,8,0
TA-10252,1,20,3,3,0
TA-10253,1,1,1,0,1
TA-10254,1,1,1,0,1
TA-10255,1,1,1,0,1
TA-10256,1,1,2,2,0
TA-10257,1,20,2,2,0
TA-10258,1,1,2,2,0
TA-10259,1,1,1,0,1
TA-10260,1,1,1,0,1
TA-10261,1,1,1,0,1
TA-10262,1,1,1,0,1
TA-10263,1,1,1,0,1
TA-10264,15,15,1,0,1
TA-10265,1,1,1,0,1
TA-10266,80,80,1,0,1
TA-10267,80,80,1,0,1
TA-10269,1,1,2,2,0
TA-10270,14,14,1,0,1
TA-10271,5,5,1,0,1
TA-10272,5,5,1,0,1
TA-10273,5,5,1,0,1
TA-10274,1,5,2,2,0
TA-10275,1,250,4,4,0
TA-10276,1,1,1,0,1
TA-10277,15,50,2,2,0
TA-10278,5,5,1,0,1
TA-10279,14,14,1,0,1
TA-10280,1,1,1,0,1
TA-10281,5,5,1,0,1
TA-10282,15,15,1,0,1
TA-10283,1,1,1,0,1
TA-10284,3,12,4,4,0
TA-10285,1,1,1,0,1
TA-10286,1,1,1,0,1
TA-10287,1,250,8,8,0
TA-10288,15,15,1,0,1
TA-10289,15,15,1,0,1
TA-10290,1,250,8,8,0
TA-10291,1,250,8,8,0
TA-10292,1,250,8,8,0
TA-10293,1,250,8,8,0
TA-10294,1,1,1,0,1
TA-10295,1,1,1,0,1
TA-10296,1,100,7,7,0
TA-10297,1,1,1,1,0
TA-10298,2,25,5,5,0
TA-10299,2,50,5,5,0
TA-10300,1,1,1,0,1
TA-10301,1,1,1,0,1
TA-10302,1,100,7,7,0
TA-10303,1,1,1,0,1
TA-10304,1,1,1,0,1
TA-10305,1,1,1,0,1
TA-10306,1,1,1,0,1
TA-10307,1,1,1,0,1
TA-10308,1,1,1,0,1
TA-10309,1,1,1,0,1
TA-10310,1,250,8,8,0
TA-10311,1,250,8,8,0
TA-10312,1,250,8,8,0
TA-10313,1,250,8,8,0
TA-10314,1,250,8,8,0
TA-10315,1,250,8,8,0
TA-10316,1,250,8,8,0
TA-10317,1,250,8,8,0
TA-10318,1,250,8,8,0
TA-10319,1,250,8,8,0
TA-10320,1,1,1,0,1
TA-10321,50,50,1,0,1
TA-10322,1,1,1,0,1
TA-10323,1,250,8,8,0
TA-10324,1,250,8,8,0
TA-10325,1,1,1,0,1
TA-10326,1,20,3,3,0
TA-10327,1,20,3,3,0
TA-10328,1,250,8,8,0
TA-10329,1,250,8,8,0
TA-10330,70,70,1,0,1
TA-10331,70,70,1,0,1
TA-10332,70,70,1,0,1
TA-10333,70,70,1,0,1
TA-10334,70,70,1,0,1
TA-10335,1,1,1,0,1
TA-10336,1,1,1,0,1
TA-10337,1,250,8,8,0
TA-10338,1,250,8,8,0
TA-10339,20,20,1,0,1
TA-10340,20,20,1,0,1
TA-10341,20,20,1,0,1
TA-10342,25,50,2,2,0
TA-10343,1,1,1,0,1
TA-10344,1,1,1,0,1
TA-10345,1,10,3,3,0
TA-10347,1,1,2,2,0
TA-10348,1,1,1,0,1
TA-10349,1,1,1,0,1
TA-10350,1,1,1,0,1
TA-10351,30,30,1,0,1
TA-10352,1,250,8,8,0
TA-10353,1,1,1,0,1
TA-10354,1,1,1,0,1
TA-10355,5,5,1,0,1
TA-10356,5,5,1,0,1
TA-10357,13,13,1,0,1
TA-10359,1,1,1,0,1
TA-10360,1,1,1,0,1
TA-10361,1,1,1,0,1
TA-10362,1,250,8,8,0
TA-10363,1,250,8,8,0
TA-10364,1,250,8,8,0
TA-10365,1,250,8,8,0
TA-10366,1,1,1,0,1
TA-10367,1,1,1,0,1
TA-10370,3,12,4,4,0
TA-10371,7,7,1,0,1
TA-10372,7,7,1,0,1
TA-10374,1,1,2,2,0
TA-10375,1,1,2,2,0
TA-10376,1,1,1,0,1
TA-10377,1,1,2,2,0
TA-10378,8,8,1,0,1
TA-10379,5,5,1,0,1
TA-10380,45,45,1,0,1
TA-10381,50,50,1,0,1
TA-10382,1,1,1,0,1
TA-10383,20,20,1,0,1
TA-10384,1,1,1,0,1
TA-10385,1,1,2,2,0
TA-10386,1,1,1,0,1
TA-10387,1,1,2,2,0
TA-10388,1,1,1,0,1
TA-10389,1,250,8,8,0
TA-10390,55,55,1,0,1
TA-10391,60,60,1,0,1
TA-10392,60,60,1,0,1
TA-10393,55,55,1,0,1
TA-10394,40,40,1,0,1
TA-10395,40,40,1,0,1
TA-10396,1,1,1,0,1
TA-10397,1,1,1,0,1
TA-10398,1,250,8,8,0
TA-10399,20,20,1,0,1
TA-10400,1,1,1,0,1
TA-10401,8,32,4,4,0
TA-10402,3,12,4,4,0
TA-10403,1,20,3,3,0
TA-10405,20,20,1,0,1
TA-10406,20,20,1,0,1
TA-10407,45,45,1,0,1
TA-10408,30,30,1,0,1
TA-10409,1,1,1,0,1
TA-10410,25,25,1,0,1
TA-10411,30,30,1,0,1
TA-10412,20,20,1,0,1
TA-10413,20,20,1,0,1
