tube_assembly_id,supplier,quote_date,annual_usage,min_order_quantity,bracket_pricing,quantity,cost
TA-10427,S-0066,2013-08-11,0,0,Yes,250,3.238316743
TA-10430,S-0072,2007-10-04,100,5,No,1,18.03052475
TA-10431,S-0072,2007-12-13,100,4,No,1,13.8212694
TA-10432,S-0072,2006-09-13,14,1,No,1,14.65588712
TA-10455,S-0066,2011-08-01,40,5,No,5,30.93649672
TA-10456,S-0066,2011-08-01,40,5,No,5,37.73584906
TA-10458,S-0058,2014-02-26,3836,0,Yes,8,19.92232491
TA-10458,S-0058,2014-02-26,3836,0,Yes,75,5.644797828
TA-10458,S-0058,2014-02-26,3836,0,Yes,200,5.032744835
TA-10458,S-0058,2014-02-26,3836,0,Yes,250,4.9604113
TA-10460,S-0066,2013-07-01,0,0,Yes,1,27.49230761
TA-10460,S-0066,2013-07-01,0,0,Yes,2,15.63238984
TA-10460,S-0066,2013-07-01,0,0,Yes,5,8.515882775
TA-10460,S-0066,2013-07-01,0,0,Yes,10,6.145568458
TA-10460,S-0066,2013-07-01,0,0,Yes,25,4.721154221
TA-10460,S-0066,2013-07-01,0,0,Yes,50,4.314973598
TA-10460,S-0066,2013-07-01,0,0,Yes,100,4.125793582
TA-10460,S-0066,2013-07-01,0,0,Yes,250,4.01451122
TA-10463,S-0041,2013-09-10,1,1,No,1,2.014210758
TA-10467,S-0066,2013-05-14,5,0,Yes,1,246.0953801
TA-10467,S-0066,2013-05-14,5,0,Yes,5,110.2001413
TA-10469,S-0066,2011-08-01,70,7,No,7,109.1568692
TA-10470,S-0066,2011-08-01,140,12,No,1,48.37444289
TA-10474,S-0092,2011-11-18,5,1,No,1,15.97458311
TA-10482,S-0066,2013-06-01,0,0,Yes,1,21.8530739
TA-10482,S-0066,2013-06-01,0,0,Yes,2,12.28835486
TA-10482,S-0066,2013-06-01,0,0,Yes,5,6.548967021
TA-10482,S-0066,2013-06-01,0,0,Yes,10,4.637692449
TA-10482,S-0066,2013-06-01,0,0,Yes,25,3.488702058
TA-10482,S-0066,2013-06-01,0,0,Yes,50,3.171547326
TA-10482,S-0066,2013-06-01,0,0,Yes,100,3.032444373
TA-10482,S-0066,2013-06-01,0,0,Yes,250,2.946200542
TA-10483,S-0066,2013-08-01,0,0,Yes,1,27.88457793
TA-10483,S-0066,2013-08-01,0,0,Yes,2,16.02466017
TA-10483,S-0066,2013-08-01,0,0,Yes,5,8.908153102
TA-10483,S-0066,2013-08-01,0,0,Yes,10,6.535056726
TA-10483,S-0066,2013-08-01,0,0,Yes,25,5.113424548
TA-10483,S-0066,2013-08-01,0,0,Yes,50,4.704461866
TA-10483,S-0066,2013-08-01,0,0,Yes,100,4.518063909
TA-10483,S-0066,2013-08-01,0,0,Yes,250,4.406781547
TA-10484,S-0041,2012-04-09,1,0,Yes,5,30.8224323
TA-10484,S-0041,2012-04-09,1,0,Yes,19,6.571223494
TA-10484,S-0041,2012-04-09,1,0,Yes,20,2.100454588
TA-10486,S-0066,2012-12-06,780,1,No,1,7.166584132
TA-10487,S-0014,2011-07-01,297,16,No,16,21.42741886
TA-10488,S-0041,2014-01-13,156,0,Yes,1,36.33925541
TA-10488,S-0041,2014-01-13,156,0,Yes,6,7.992855672
TA-10488,S-0041,2014-01-13,156,0,Yes,20,2.765366703
TA-10489,S-0072,2006-09-22,4,1,No,1,14.99808038
TA-10491,S-0081,2007-10-01,5000,1,No,1,7.739688298
TA-10492,S-0066,2013-10-01,0,0,Yes,1,25.95661101
TA-10492,S-0066,2013-10-01,0,0,Yes,2,15.76592868
TA-10492,S-0066,2013-10-01,0,0,Yes,5,9.650962871
TA-10492,S-0066,2013-10-01,0,0,Yes,10,7.611713581
TA-10492,S-0066,2013-10-01,0,0,Yes,25,6.390389655
TA-10492,S-0066,2013-10-01,0,0,Yes,50,6.048196391
TA-10492,S-0066,2013-10-01,0,0,Yes,100,5.895183143
TA-10492,S-0066,2013-10-01,0,0,Yes,250,5.803375194
TA-10493,S-0066,2013-08-01,0,0,Yes,1,28.26572002
TA-10493,S-0066,2013-08-01,0,0,Yes,2,16.40580226
TA-10493,S-0066,2013-08-01,0,0,Yes,5,9.289295193
TA-10493,S-0066,2013-08-01,0,0,Yes,10,6.918980876
TA-10493,S-0066,2013-08-01,0,0,Yes,25,5.494566639
TA-10493,S-0066,2013-08-01,0,0,Yes,50,5.088386016
TA-10493,S-0066,2013-08-01,0,0,Yes,100,4.899206
TA-10493,S-0066,2013-08-01,0,0,Yes,250,4.787923638
TA-10495,S-0066,2013-08-04,0,0,Yes,1,28.7497983
TA-10495,S-0066,2013-08-04,0,0,Yes,2,16.88988054
TA-10495,S-0066,2013-08-04,0,0,Yes,5,9.773373469
TA-10495,S-0066,2013-08-04,0,0,Yes,10,7.400277093
TA-10495,S-0066,2013-08-04,0,0,Yes,25,5.978644915
TA-10495,S-0066,2013-08-04,0,0,Yes,50,5.569682233
TA-10495,S-0066,2013-08-04,0,0,Yes,100,5.383284276
TA-10495,S-0066,2013-08-04,0,0,Yes,250,5.272001914
TA-10496,S-0066,2013-08-01,0,0,Yes,1,28.29910473
TA-10496,S-0066,2013-08-01,0,0,Yes,2,16.43918697
TA-10496,S-0066,2013-08-01,0,0,Yes,5,9.322679902
TA-10496,S-0066,2013-08-01,0,0,Yes,10,6.952365585
TA-10496,S-0066,2013-08-01,0,0,Yes,25,5.527951347
TA-10496,S-0066,2013-08-01,0,0,Yes,50,5.121770725
TA-10496,S-0066,2013-08-01,0,0,Yes,100,4.932590709
TA-10496,S-0066,2013-08-01,0,0,Yes,250,4.821308347
TA-10505,S-0066,2013-10-01,0,0,Yes,1,26.52415105
TA-10505,S-0066,2013-10-01,0,0,Yes,2,16.33346873
TA-10505,S-0066,2013-10-01,0,0,Yes,5,10.21850292
TA-10505,S-0066,2013-10-01,0,0,Yes,10,8.182035688
TA-10505,S-0066,2013-10-01,0,0,Yes,25,6.957929703
TA-10505,S-0066,2013-10-01,0,0,Yes,50,6.615736439
TA-10505,S-0066,2013-10-01,0,0,Yes,100,6.462723191
TA-10505,S-0066,2013-10-01,0,0,Yes,250,6.370915242
TA-10507,S-0041,2013-08-21,1734,1,No,1,1.85841545
TA-10508,S-0041,2013-08-21,1724,1,No,1,1.83059486
TA-10510,S-0072,2013-01-16,20000,1,No,1,2.195044596
TA-10512,S-0013,2011-05-01,600,52,No,52,2.111582825
TA-10516,S-0066,2011-08-01,50,1,No,1,23.66975846
TA-10517,S-0072,2007-06-27,1,1,No,1,17.96931945
TA-10518,S-0066,2013-05-01,0,0,Yes,1,29.68457014
TA-10518,S-0066,2013-05-01,0,0,Yes,2,19.49388782
TA-10518,S-0066,2013-05-01,0,0,Yes,5,13.37892201
TA-10518,S-0066,2013-05-01,0,0,Yes,10,11.34245478
TA-10518,S-0066,2013-05-01,0,0,Yes,25,10.11834879
TA-10518,S-0066,2013-05-01,0,0,Yes,50,9.778937587
TA-10518,S-0066,2013-05-01,0,0,Yes,100,9.62314228
TA-10518,S-0066,2013-05-01,0,0,Yes,250,9.531334331
TA-10520,S-0066,2013-10-01,0,0,Yes,1,29.40636424
TA-10520,S-0066,2013-10-01,0,0,Yes,2,17.54644648
TA-10520,S-0066,2013-10-01,0,0,Yes,5,10.42993941
TA-10520,S-0066,2013-10-01,0,0,Yes,10,8.05962509
TA-10520,S-0066,2013-10-01,0,0,Yes,25,6.635210852
TA-10520,S-0066,2013-10-01,0,0,Yes,50,6.22903023
TA-10520,S-0066,2013-10-01,0,0,Yes,100,6.039850214
TA-10520,S-0066,2013-10-01,0,0,Yes,250,5.928567852
TA-10521,S-0066,2013-06-01,0,0,Yes,1,28.37422033
TA-10521,S-0066,2013-06-01,0,0,Yes,2,16.51430257
TA-10521,S-0066,2013-06-01,0,0,Yes,5,9.397795496
TA-10521,S-0066,2013-06-01,0,0,Yes,10,7.027481179
TA-10521,S-0066,2013-06-01,0,0,Yes,25,5.603066942
TA-10521,S-0066,2013-06-01,0,0,Yes,50,5.19688632
TA-10521,S-0066,2013-06-01,0,0,Yes,100,5.007706304
TA-10521,S-0066,2013-06-01,0,0,Yes,250,4.896423941
TA-10532,S-0058,2012-08-30,402,0,Yes,25,3.057482904
TA-10532,S-0058,2012-08-30,402,0,Yes,50,2.284070486
TA-10532,S-0058,2012-08-30,402,0,Yes,75,2.092108411
TA-10534,S-0066,2013-06-01,0,0,Yes,1,28.66355447
TA-10534,S-0066,2013-06-01,0,0,Yes,2,16.80363671
TA-10534,S-0066,2013-06-01,0,0,Yes,5,9.689911697
TA-10534,S-0066,2013-06-01,0,0,Yes,10,7.316815321
TA-10534,S-0066,2013-06-01,0,0,Yes,25,5.892401084
TA-10534,S-0066,2013-06-01,0,0,Yes,50,5.486220461
TA-10534,S-0066,2013-06-01,0,0,Yes,100,5.299822505
TA-10534,S-0066,2013-06-01,0,0,Yes,250,5.185758083
TA-10537,S-0041,2013-08-05,1,35,No,35,2.33136549
TA-10540,S-0072,2014-07-15,250,1,Yes,1,10.52452941
TA-10541,S-0062,2011-01-19,100,1,Yes,1,27.40884583
TA-10541,S-0062,2008-02-05,28,1,Yes,1,26.71333107
TA-10543,S-0066,2008-09-05,44,60,No,60,3.291175865
TA-10544,S-0062,2009-02-24,259,10,No,1,7.016352943
TA-10545,S-0062,2007-02-06,110,1,No,1,18.07225564
TA-10548,S-0066,2013-08-01,0,0,Yes,1,27.76216734
TA-10548,S-0066,2013-08-01,0,0,Yes,2,15.90224957
TA-10548,S-0066,2013-08-01,0,0,Yes,5,8.785742504
TA-10548,S-0066,2013-08-01,0,0,Yes,10,6.415428187
TA-10548,S-0066,2013-08-01,0,0,Yes,25,4.991013949
TA-10548,S-0066,2013-08-01,0,0,Yes,50,4.584833327
TA-10548,S-0066,2013-08-01,0,0,Yes,100,4.39843537
TA-10548,S-0066,2013-08-01,0,0,Yes,250,4.284370949
TA-10549,S-0066,2011-08-01,40,5,No,5,34.40016025
TA-10550,S-0066,2011-08-01,40,5,No,5,33.8326202
TA-10557,S-0013,2011-10-27,3191,1,No,1,2.075416057
TA-10558,S-0013,2011-10-27,2787,1,No,1,2.075416057
TA-10560,S-0043,2011-09-12,1090,5,No,5,7.362245928
TA-10565,S-0066,2011-08-01,39,5,No,5,93.33529932
TA-10569,S-0041,2013-09-10,1,30,No,30,7.650662408
TA-10572,S-0041,2013-08-05,1,30,No,30,7.547726223
TA-10576,S-0043,2007-10-16,103,10,No,10,8.62046733
TA-10579,S-0041,2013-08-05,1,1,No,1,2.848828475
TA-10582,S-0041,2013-08-05,1,1,No,1,1.666453375
TA-10584,S-0058,2012-01-24,1,0,Yes,1,63.46711328
TA-10584,S-0058,2012-01-24,1,0,Yes,2,32.68362981
TA-10587,S-0066,2009-08-31,604,62,No,62,2.12549312
TA-10592,S-0072,2012-08-27,10,1,No,1,13.10906228
TA-10594,S-0013,2011-05-01,600,61,No,61,2.323019313
TA-10600,S-0041,2013-09-10,20,20,No,20,4.031203574
TA-10601,S-0072,2007-05-02,20,1,No,1,15.98292929
TA-10615,S-0072,2006-09-16,62,1,No,1,5.266437796
TA-10616,S-0041,2013-08-05,20,20,No,20,3.775254141
TA-10617,S-0081,2006-10-11,150,1,No,1,8.646639551
TA-10618,S-0081,2006-10-11,150,1,No,1,8.755139854
TA-10620,S-0054,2007-11-20,0,0,Yes,1,13.9297697
TA-10620,S-0054,2007-11-20,0,0,Yes,2,9.645398753
TA-10620,S-0054,2007-11-20,0,0,Yes,3,8.432421003
TA-10620,S-0054,2007-11-20,0,0,Yes,5,6.262414939
TA-10620,S-0054,2007-11-20,0,0,Yes,10,5.600284883
TA-10634,S-0058,2013-02-06,1150,20,No,20,6.988532353
TA-10636,S-0058,2013-02-06,50,2,No,1,45.70088414
TA-10637,S-0066,2011-08-01,200,20,No,20,29.75412162
TA-10642,S-0072,2007-03-06,2,1,No,1,9.993156135
TA-10645,S-0041,2007-03-14,14,0,Yes,10,7.122071187
TA-10645,S-0041,2007-03-14,14,0,Yes,25,4.896423941
TA-10645,S-0041,2007-03-14,14,0,Yes,40,4.061806224
TA-10645,S-0041,2007-03-14,14,0,Yes,55,3.894882681
TA-10645,S-0041,2007-03-14,14,0,Yes,70,3.811420909
TA-10648,S-0041,2014-04-24,43,0,Yes,10,16.19158371
TA-10648,S-0041,2014-04-24,43,0,Yes,25,10.57182442
TA-10648,S-0041,2014-04-24,43,0,Yes,40,8.568741897
TA-10649,S-0041,2013-07-03,34,0,Yes,10,8.332266877
TA-10649,S-0041,2013-07-03,34,0,Yes,25,5.731041659
TA-10649,S-0041,2013-07-03,34,0,Yes,40,4.687769512
TA-10651,S-0041,2012-06-01,35,0,Yes,10,10.11278467
TA-10651,S-0041,2012-06-01,35,0,Yes,25,6.816044691
TA-10651,S-0041,2012-06-01,35,0,Yes,40,5.605849001
TA-10651,S-0041,2012-06-01,35,0,Yes,55,5.258091619
TA-10651,S-0041,2012-06-01,35,0,Yes,70,5.063347485
TA-10652,S-0041,2007-03-14,8,0,Yes,10,9.792847883
TA-10652,S-0041,2007-03-14,8,0,Yes,25,6.635210852
TA-10652,S-0041,2007-03-14,8,0,Yes,40,5.452835753
TA-10652,S-0041,2007-03-14,8,0,Yes,55,5.118988666
TA-10652,S-0041,2007-03-14,8,0,Yes,70,4.924244532
TA-10656,S-0041,2012-07-20,30,0,Yes,10,6.843865282
TA-10656,S-0041,2012-07-20,30,0,Yes,20,4.757320988
TA-10656,S-0041,2012-07-20,30,0,Yes,40,3.477573822
TA-10656,S-0041,2012-07-20,30,0,Yes,55,3.268919393
TA-10656,S-0041,2012-07-20,30,0,Yes,70,3.185457621
TA-10658,S-0041,2012-08-13,24,0,Yes,10,8.304446287
TA-10658,S-0041,2012-08-13,24,0,Yes,25,6.064888745
TA-10658,S-0041,2012-08-13,24,0,Yes,40,4.896423941
TA-10658,S-0041,2012-08-13,24,0,Yes,55,4.771231284
TA-10658,S-0041,2012-08-13,24,0,Yes,70,4.687769512
TA-10660,S-0041,2007-03-14,27,0,Yes,10,6.482197604
TA-10660,S-0041,2007-03-14,27,0,Yes,25,4.256550358
TA-10660,S-0041,2007-03-14,27,0,Yes,40,3.477573822
TA-10660,S-0041,2007-03-14,27,0,Yes,55,3.352381164
TA-10660,S-0041,2007-03-14,27,0,Yes,70,3.268919393
TA-10662,S-0041,2007-03-14,21,0,Yes,10,7.49764916
TA-10662,S-0041,2007-03-14,21,0,Yes,25,5.272001914
TA-10662,S-0041,2007-03-14,21,0,Yes,40,4.423473902
TA-10662,S-0041,2007-03-14,21,0,Yes,55,4.298281244
TA-10662,S-0041,2007-03-14,21,0,Yes,70,4.214819472
TA-10665,S-0041,2007-03-14,1,0,Yes,10,5.731041659
TA-10665,S-0041,2007-03-14,1,0,Yes,25,3.519304708
TA-10665,S-0041,2007-03-14,1,0,Yes,40,2.754238467
TA-10665,S-0041,2007-03-14,1,0,Yes,55,2.517763447
TA-10665,S-0041,2007-03-14,1,0,Yes,70,2.392570789
TA-10667,S-0041,2014-01-16,90,0,Yes,10,8.70784485
TA-10667,S-0041,2014-01-16,90,0,Yes,25,6.28745347
TA-10667,S-0041,2014-01-16,90,0,Yes,40,5.425015162
TA-10667,S-0041,2014-01-16,90,0,Yes,55,5.285912209
TA-10667,S-0041,2014-01-16,90,0,Yes,70,5.035526894
TA-10670,S-0041,2012-09-24,34,0,Yes,10,7.99841979
TA-10670,S-0041,2012-09-24,34,0,Yes,25,5.411104867
TA-10670,S-0041,2012-09-24,34,0,Yes,40,4.646038626
TA-10670,S-0041,2012-09-24,34,0,Yes,55,4.451294492
TA-10670,S-0041,2012-09-24,34,0,Yes,70,4.34001213
TA-10672,S-0041,2012-06-01,16,0,Yes,10,13.91029529
TA-10672,S-0041,2012-06-01,16,0,Yes,25,9.542462567
TA-10672,S-0041,2012-06-01,16,0,Yes,40,8.067971267
TA-10672,S-0041,2012-06-01,16,0,Yes,55,7.720213885
TA-10672,S-0041,2012-06-01,16,0,Yes,70,7.26117414
TA-10679,S-0041,2007-03-14,3,0,Yes,10,7.135981483
TA-10679,S-0041,2007-03-14,3,0,Yes,25,4.910334237
TA-10679,S-0041,2007-03-14,3,0,Yes,40,4.117447405
TA-10679,S-0041,2007-03-14,3,0,Yes,55,3.992254748
TA-10679,S-0041,2007-03-14,3,0,Yes,70,3.922703271
TA-10680,S-0041,2007-03-14,5,0,Yes,10,9.542462567
TA-10680,S-0041,2007-03-14,5,0,Yes,25,6.370915242
TA-10680,S-0041,2007-03-14,5,0,Yes,40,5.216360733
TA-10680,S-0041,2007-03-14,5,0,Yes,55,4.882513646
TA-10680,S-0041,2007-03-14,5,0,Yes,70,4.743410693
TA-10681,S-0041,2007-03-14,3,0,Yes,10,9.709386111
TA-10681,S-0041,2007-03-14,3,0,Yes,25,6.537838785
TA-10681,S-0041,2007-03-14,3,0,Yes,40,5.369373981
TA-10681,S-0041,2007-03-14,3,0,Yes,55,5.035526894
TA-10681,S-0041,2007-03-14,3,0,Yes,70,4.84078276
TA-10684,S-0041,2007-03-14,2,0,Yes,10,7.23335355
TA-10684,S-0041,2007-03-14,2,0,Yes,25,5.007706304
TA-10684,S-0041,2007-03-14,2,0,Yes,40,4.173088586
TA-10684,S-0041,2007-03-14,2,0,Yes,55,4.047895929
TA-10684,S-0041,2007-03-14,2,0,Yes,70,3.978344452
TA-10687,S-0041,2007-03-14,3,0,Yes,10,5.327643095
TA-10687,S-0041,2007-03-14,3,0,Yes,25,3.101995849
TA-10687,S-0041,2007-03-14,3,0,Yes,40,2.378660494
TA-10687,S-0041,2007-03-14,3,0,Yes,55,2.142185474
TA-10687,S-0041,2007-03-14,3,0,Yes,70,2.003082521
TA-10689,S-0066,2013-05-01,0,0,Yes,1,27.71765439
TA-10689,S-0066,2013-05-01,0,0,Yes,2,15.85773663
TA-10689,S-0066,2013-05-01,0,0,Yes,5,8.744011618
TA-10689,S-0066,2013-05-01,0,0,Yes,10,6.370915242
TA-10689,S-0066,2013-05-01,0,0,Yes,25,4.946501004
TA-10689,S-0066,2013-05-01,0,0,Yes,50,4.540320382
TA-10689,S-0066,2013-05-01,0,0,Yes,100,4.353922425
TA-10689,S-0066,2013-05-01,0,0,Yes,250,4.239858004
TA-10691,S-0041,2013-08-05,1,1,No,1,3.207714093
TA-10696,S-0066,2013-10-01,0,0,Yes,1,29.30064599
TA-10696,S-0066,2013-10-01,0,0,Yes,2,17.44072823
TA-10696,S-0066,2013-10-01,0,0,Yes,5,10.32422116
TA-10696,S-0066,2013-10-01,0,0,Yes,10,7.953906846
TA-10696,S-0066,2013-10-01,0,0,Yes,25,6.529492608
TA-10696,S-0066,2013-10-01,0,0,Yes,50,6.123311986
TA-10696,S-0066,2013-10-01,0,0,Yes,100,5.93413197
TA-10696,S-0066,2013-10-01,0,0,Yes,250,5.822849607
TA-10711,S-0066,2011-08-01,118,5,No,1,23.53065551
TA-10712,S-0013,2009-10-01,31,20,No,20,2.907251715
TA-10714,S-0041,2012-08-10,1,35,No,35,3.012969959
TA-10715,S-0066,2013-10-01,0,0,Yes,1,25.59216127
TA-10715,S-0066,2013-10-01,0,0,Yes,2,15.40147894
TA-10715,S-0066,2013-10-01,0,0,Yes,5,9.286513134
TA-10715,S-0066,2013-10-01,0,0,Yes,10,7.247263845
TA-10715,S-0066,2013-10-01,0,0,Yes,25,6.025939919
TA-10715,S-0066,2013-10-01,0,0,Yes,50,5.683746655
TA-10715,S-0066,2013-10-01,0,0,Yes,100,5.530733406
TA-10715,S-0066,2013-10-01,0,0,Yes,250,5.438925458
TA-10717,S-0072,2014-07-01,6,0,Yes,3,10.86950474
TA-10717,S-0072,2014-07-01,6,0,Yes,6,7.405841211
TA-10717,S-0072,2014-07-01,6,0,Yes,9,6.114965808
TA-10717,S-0072,2014-07-01,6,0,Yes,12,5.324861036
TA-10718,S-0072,2014-03-06,1,0,Yes,1,13.50689672
TA-10718,S-0072,2014-03-06,1,0,Yes,2,9.431180205
TA-10718,S-0072,2014-03-06,1,0,Yes,3,8.385125999
TA-10718,S-0072,2014-03-06,1,0,Yes,4,7.355764148
TA-10732,S-0072,2011-06-01,1200,1,Yes,1,2.937854365
TA-10732,S-0072,2011-06-01,1200,40,Yes,1,3.193803798
TA-10740,S-0026,2006-09-11,400,1,No,1,50.84491134
TA-10742,S-0072,2009-01-05,25,1,No,1,8.741229559
TA-10743,S-0072,2009-01-05,25,1,No,1,7.82315007
TA-10744,S-0072,2013-05-03,5,1,Yes,1,21.36064944
TA-10745,S-0041,2013-02-11,745,20,No,1,1.730440734
TA-10746,S-0041,2013-08-05,1,30,No,30,3.082521436
TA-10747,S-0013,2009-10-01,31,20,No,20,3.438624995
TA-10749,S-0013,2006-11-27,20,1,No,1,3.174329385
TA-10750,S-0013,2006-11-27,20,1,No,1,3.146508794
TA-10751,S-0066,2013-10-01,0,0,Yes,1,22.57919131
TA-10751,S-0066,2013-10-01,0,0,Yes,2,13.01447227
TA-10751,S-0066,2013-10-01,0,0,Yes,5,7.275084435
TA-10751,S-0066,2013-10-01,0,0,Yes,10,5.363809863
TA-10751,S-0066,2013-10-01,0,0,Yes,25,4.214819472
TA-10751,S-0066,2013-10-01,0,0,Yes,50,3.900446799
TA-10751,S-0066,2013-10-01,0,0,Yes,100,3.758561787
TA-10751,S-0066,2013-10-01,0,0,Yes,250,3.672317956
TA-10754,S-0066,2011-08-01,1,1,Yes,1,67.52057333
TA-10754,S-0081,2014-08-08,2,1,Yes,1,41.73088586
TA-10756,S-0072,2006-11-08,6,1,No,1,15.89112134
TA-10757,S-0072,2013-02-01,18000,1,No,1,2.553930215
TA-10758,S-0066,2011-08-01,35,15,No,1,26.57701018
TA-10759,S-0066,2011-10-20,965,20,No,20,4.000600925
TA-10764,S-0066,2013-06-01,0,0,Yes,1,27.68426968
TA-10764,S-0066,2013-06-01,0,0,Yes,2,15.82435192
TA-10764,S-0066,2013-06-01,0,0,Yes,5,8.70784485
TA-10764,S-0066,2013-06-01,0,0,Yes,10,6.337530533
TA-10764,S-0066,2013-06-01,0,0,Yes,25,4.913116296
TA-10764,S-0066,2013-06-01,0,0,Yes,50,4.506935673
TA-10764,S-0066,2013-06-01,0,0,Yes,100,4.320537716
TA-10764,S-0066,2013-06-01,0,0,Yes,250,4.206473295
TA-10765,S-0066,2013-06-01,0,0,Yes,1,27.68426968
TA-10765,S-0066,2013-06-01,0,0,Yes,2,15.82435192
TA-10765,S-0066,2013-06-01,0,0,Yes,5,8.70784485
TA-10765,S-0066,2013-06-01,0,0,Yes,10,6.337530533
TA-10765,S-0066,2013-06-01,0,0,Yes,25,4.913116296
TA-10765,S-0066,2013-06-01,0,0,Yes,50,4.506935673
TA-10765,S-0066,2013-06-01,0,0,Yes,100,4.320537716
TA-10765,S-0066,2013-06-01,0,0,Yes,250,4.206473295
TA-10767,S-0066,2013-06-01,0,0,Yes,1,27.76216734
TA-10767,S-0066,2013-06-01,0,0,Yes,2,15.90224957
TA-10767,S-0066,2013-06-01,0,0,Yes,5,8.785742504
TA-10767,S-0066,2013-06-01,0,0,Yes,10,6.412646128
TA-10767,S-0066,2013-06-01,0,0,Yes,25,4.991013949
TA-10767,S-0066,2013-06-01,0,0,Yes,50,4.582051268
TA-10767,S-0066,2013-06-01,0,0,Yes,100,4.395653311
TA-10767,S-0066,2013-06-01,0,0,Yes,250,4.284370949
TA-10774,S-0066,2013-05-01,0,0,Yes,1,22.93807693
TA-10774,S-0066,2013-05-01,0,0,Yes,2,13.37335789
TA-10774,S-0066,2013-05-01,0,0,Yes,5,7.636752113
TA-10774,S-0066,2013-05-01,0,0,Yes,10,5.722695481
TA-10774,S-0066,2013-05-01,0,0,Yes,25,4.573705091
TA-10774,S-0066,2013-05-01,0,0,Yes,50,4.259332417
TA-10774,S-0066,2013-05-01,0,0,Yes,100,4.117447405
TA-10774,S-0066,2013-05-01,0,0,Yes,250,4.033985633
TA-10776,S-0066,2008-06-15,6,0,Yes,1,324.4409452
TA-10776,S-0066,2008-06-15,6,0,Yes,3,115.7781697
TA-10776,S-0066,2008-06-15,6,0,Yes,5,74.05284799
TA-10776,S-0066,2008-06-15,6,0,Yes,7,56.16142619
TA-10776,S-0066,2008-06-15,6,0,Yes,9,46.22391124
TA-10779,S-0066,2013-08-01,0,0,Yes,1,20.93777647
TA-10779,S-0066,2013-08-01,0,0,Yes,2,11.37305743
TA-10779,S-0066,2013-08-01,0,0,Yes,5,5.633669592
TA-10779,S-0066,2013-08-01,0,0,Yes,10,3.71961296
TA-10779,S-0066,2013-08-01,0,0,Yes,25,2.573404628
TA-10779,S-0066,2013-08-01,0,0,Yes,50,2.256249896
TA-10779,S-0066,2013-08-01,0,0,Yes,100,2.114364884
TA-10779,S-0066,2013-08-01,0,0,Yes,250,2.030903112
TA-10780,S-0066,2013-10-01,0,0,Yes,1,33.57110665
TA-10780,S-0066,2013-10-01,0,0,Yes,2,23.38042432
TA-10780,S-0066,2013-10-01,0,0,Yes,5,17.26824057
TA-10780,S-0066,2013-10-01,0,0,Yes,10,15.22899128
TA-10780,S-0066,2013-10-01,0,0,Yes,25,14.0048853
TA-10780,S-0066,2013-10-01,0,0,Yes,50,13.66547409
TA-10780,S-0066,2013-10-01,0,0,Yes,100,13.51246084
TA-10780,S-0066,2013-10-01,0,0,Yes,250,13.41787083
TA-10785,S-0041,2013-08-05,1,70,No,70,1.015451556
TA-10786,S-0066,2013-09-01,0,0,Yes,1,21.48027798
TA-10786,S-0066,2013-09-01,0,0,Yes,2,11.91555894
TA-10786,S-0066,2013-09-01,0,0,Yes,5,6.176171108
TA-10786,S-0066,2013-09-01,0,0,Yes,10,4.262114476
TA-10786,S-0066,2013-09-01,0,0,Yes,25,3.115906144
TA-10786,S-0066,2013-09-01,0,0,Yes,50,2.798751412
TA-10786,S-0066,2013-09-01,0,0,Yes,100,2.6568664
TA-10786,S-0066,2013-09-01,0,0,Yes,250,2.573404628
TA-10788,S-0066,2013-03-31,0,0,Yes,1,20.7931094
TA-10788,S-0066,2013-03-31,0,0,Yes,2,11.22839036
TA-10788,S-0066,2013-03-31,0,0,Yes,5,5.489002521
TA-10788,S-0066,2013-03-31,0,0,Yes,10,3.577727948
TA-10788,S-0066,2013-03-31,0,0,Yes,25,2.428737557
TA-10788,S-0066,2013-03-31,0,0,Yes,50,2.114364884
TA-10788,S-0066,2013-03-31,0,0,Yes,100,1.972479872
TA-10788,S-0066,2013-03-31,0,0,Yes,250,1.886236041
TA-10789,S-0066,2013-07-21,0,0,Yes,1,20.54550614
TA-10789,S-0066,2013-07-21,0,0,Yes,2,10.9807871
TA-10789,S-0066,2013-07-21,0,0,Yes,5,5.241399264
TA-10789,S-0066,2013-07-21,0,0,Yes,10,3.330124692
TA-10789,S-0066,2013-07-21,0,0,Yes,25,2.181134301
TA-10789,S-0066,2013-07-21,0,0,Yes,50,1.866761628
TA-10789,S-0066,2013-07-21,0,0,Yes,100,1.724876616
TA-10789,S-0066,2013-07-21,0,0,Yes,250,1.638632785
TA-10791,S-0066,2013-06-01,0,0,Yes,1,20.60114732
TA-10791,S-0066,2013-06-01,0,0,Yes,2,11.03642828
TA-10791,S-0066,2013-06-01,0,0,Yes,5,5.297040446
TA-10791,S-0066,2013-06-01,0,0,Yes,10,3.382983814
TA-10791,S-0066,2013-06-01,0,0,Yes,25,2.236775482
TA-10791,S-0066,2013-06-01,0,0,Yes,50,1.91962075
TA-10791,S-0066,2013-06-01,0,0,Yes,100,1.780517797
TA-10791,S-0066,2013-06-01,0,0,Yes,250,1.694273966
TA-10792,S-0066,2013-06-01,0,0,Yes,1,20.58723703
TA-10792,S-0066,2013-06-01,0,0,Yes,2,11.02251799
TA-10792,S-0066,2013-06-01,0,0,Yes,5,5.28313015
